sale_date,store_name,city,state,sku,product_name,category,quantity,unit_price,discount
2025-07-27,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,8,171.67,0.0
2025-05-18,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,7,177.39,0.0
2025-08-25,Loja Asa Norte,Brasília,DF,SKU-004,Suporte Monitor,Mobiliário,19,133.33,0.0
2025-11-01,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,2,125.21,11.56
2025-09-28,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,8,190.56,75.35
2025-07-30,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-008,Caixa de Som Bluetooth,Áudio,15,159.16,0.0
2025-04-11,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,6,81.38,0.0
2025-10-14,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-011,Carregador USB-C 65W,Energia,12,121.73,102.24
2025-04-14,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,23,73.17,95.67
2025-01-01,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-011,Carregador USB-C 65W,Energia,18,122.79,0.0
2025-08-17,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,24,131.99,128.43
2025-12-24,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,23,208.76,0.0
2025-06-10,Loja Asa Norte,Brasília,DF,SKU-002,Teclado Mecânico,Periféricos,21,190.56,132.71
2025-12-22,Loja Batel,Curitiba,PR,SKU-002,Teclado Mecânico,Periféricos,23,196.82,0.0
2025-12-15,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,12,69.13,53.0
2025-05-18,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,7,77.45,23.03
2025-11-08,Loja Savassi,Belo Horizonte,MG,SKU-005,Webcam Full HD,Periféricos,11,204.27,95.04
2025-10-01,Loja Savassi,Belo Horizonte,MG,SKU-004,Suporte Monitor,Mobiliário,22,128.21,96.71
2025-09-03,Loja Savassi,Belo Horizonte,MG,SKU-002,Teclado Mecânico,Periféricos,6,181.93,0.0
2025-02-10,Loja Batel,Curitiba,PR,SKU-015,Luz LED para Mesa,Iluminação,8,176.07,72.82
2025-01-06,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,1,209.32,7.48
2025-12-06,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,8,153.39,40.04
2025-09-25,Loja Batel,Curitiba,PR,SKU-015,Luz LED para Mesa,Iluminação,6,171.57,0.0
2025-04-12,Loja Asa Norte,Brasília,DF,SKU-002,Teclado Mecânico,Periféricos,8,187.26,82.08
2025-12-07,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,5,73.31,0.0
2025-09-05,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,23,83.68,121.86
2025-10-15,Loja Asa Norte,Brasília,DF,SKU-002,Teclado Mecânico,Periféricos,20,195.25,302.13
2025-04-09,Loja Batel,Curitiba,PR,SKU-015,Luz LED para Mesa,Iluminação,22,180.67,0.0
2025-09-15,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,25,195.97,0.0
2025-07-05,Loja Savassi,Belo Horizonte,MG,SKU-004,Suporte Monitor,Mobiliário,5,127.57,0.0
2025-08-06,Loja Savassi,Belo Horizonte,MG,SKU-009,Mousepad Gamer XL,Acessórios,7,90.03,0.0
2025-09-12,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,5,144.56,0.0
2025-12-14,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,3,186.66,0.0
2025-03-11,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-001,Mouse Sem Fio,Periféricos,20,48.12,49.96
2025-11-29,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,7,145.59,0.0
2025-09-03,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,10,150.39,0.0
2025-07-01,Loja Batel,Curitiba,PR,SKU-002,Teclado Mecânico,Periféricos,16,181.62,0.0
2025-08-08,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-011,Carregador USB-C 65W,Energia,15,122.42,0.0
2025-04-13,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,20,155.29,0.0
2025-05-07,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,19,35.12,122.56
2025-05-21,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,16,78.25,0.0
2025-04-17,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,4,66.84,15.2
2025-10-31,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,8,129.18,70.19
2025-01-20,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,20,94.29,0.0
2025-01-01,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,23,50.21,66.11
2025-08-29,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,12,387.67,559.27
2025-05-29,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,24,182.92,0.0
2025-12-25,Loja Batel,Curitiba,PR,SKU-005,Webcam Full HD,Periféricos,25,207.73,391.26
2025-08-09,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,25,144.97,0.0
2025-08-18,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,18,47.89,67.07
2025-09-01,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,23,67.37,0.0
2025-10-02,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,8,49.07,0.0
2025-12-24,Loja Asa Norte,Brasília,DF,SKU-004,Suporte Monitor,Mobiliário,9,127.11,125.93
2025-10-05,Loja Centro SP,São Paulo,SP,SKU-007,Headset Gamer,Áudio,16,240.3,0.0
2025-11-25,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-003,Hub USB-C,Acessórios,5,83.4,0.0
2025-04-15,Loja Batel,Curitiba,PR,SKU-002,Teclado Mecânico,Periféricos,24,182.61,0.0
2025-03-01,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,12,90.89,0.0
2025-05-20,Loja Batel,Curitiba,PR,SKU-005,Webcam Full HD,Periféricos,4,195.87,0.0
2025-10-11,Loja Batel,Curitiba,PR,SKU-008,Caixa de Som Bluetooth,Áudio,4,158.65,0.0
2025-12-01,Loja Batel,Curitiba,PR,SKU-007,Headset Gamer,Áudio,5,255.53,0.0
2025-06-01,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,10,125.47,0.0
2025-07-13,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,3,85.77,8.72
2025-03-27,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,24,58.71,0.0
2025-03-31,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-001,Mouse Sem Fio,Periféricos,6,48.84,20.01
2025-08-21,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,15,146.37,0.0
2025-05-21,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,6,59.94,26.55
2025-09-22,Loja Savassi,Belo Horizonte,MG,SKU-005,Webcam Full HD,Periféricos,17,191.25,0.0
2025-06-23,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,8,34.84,21.76
2025-10-12,Loja Centro SP,São Paulo,SP,SKU-008,Caixa de Som Bluetooth,Áudio,15,159.44,0.0
2025-01-22,Loja Batel,Curitiba,PR,SKU-010,Cabo HDMI 2m,Cabos,1,34.48,4.48
2025-04-22,Loja Centro SP,São Paulo,SP,SKU-008,Caixa de Som Bluetooth,Áudio,25,153.11,0.0
2025-01-14,Loja Centro SP,São Paulo,SP,SKU-006,"Capa Notebook 15""",Acessórios,5,60.39,0.0
2025-07-22,Loja Asa Norte,Brasília,DF,SKU-005,Webcam Full HD,Periféricos,21,190.97,427.75
2025-02-28,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,3,62.79,0.0
2025-05-01,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,2,77.33,0.0
2025-08-28,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,14,34.85,0.0
2025-06-08,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-006,"Capa Notebook 15""",Acessórios,25,58.66,78.81
2025-01-25,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,25,408.63,799.24
2025-07-22,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,22,124.12,0.0
2025-07-03,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,19,401.47,0.0
2025-07-21,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,22,49.28,0.0
2025-12-10,Loja Savassi,Belo Horizonte,MG,SKU-001,Mouse Sem Fio,Periféricos,11,50.17,0.0
2025-08-22,Loja Centro SP,São Paulo,SP,SKU-008,Caixa de Som Bluetooth,Áudio,4,163.34,0.0
2025-05-18,Loja Asa Norte,Brasília,DF,SKU-009,Mousepad Gamer XL,Acessórios,4,88.97,14.98
2025-11-10,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-004,Suporte Monitor,Mobiliário,16,132.85,129.12
2025-04-04,Loja Savassi,Belo Horizonte,MG,SKU-002,Teclado Mecânico,Periféricos,24,195.65,0.0
2025-11-11,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,17,33.3,29.04
2025-07-12,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,23,58.23,0.0
2025-05-05,Loja Savassi,Belo Horizonte,MG,SKU-001,Mouse Sem Fio,Periféricos,19,48.24,0.0
2025-04-21,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,11,125.3,93.83
2025-11-28,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,5,406.53,0.0
2025-08-21,Loja Centro SP,São Paulo,SP,SKU-015,Luz LED para Mesa,Iluminação,6,172.9,0.0
2025-02-10,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,18,69.82,0.0
2025-03-29,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,15,33.36,22.72
2025-02-12,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,2,123.24,43.02
2025-12-26,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,9,408.72,0.0
2025-02-13,Loja Asa Norte,Brasília,DF,SKU-003,Hub USB-C,Acessórios,10,76.63,0.0
2025-04-03,Loja Batel,Curitiba,PR,SKU-013,Pen Drive 128GB,Armazenamento,2,69.64,0.0
2025-05-27,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,3,154.29,15.62
2025-09-13,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,14,69.79,0.0
2025-05-13,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,5,92.96,0.0
2025-01-12,Loja Centro SP,São Paulo,SP,SKU-011,Carregador USB-C 65W,Energia,13,124.24,0.0
2025-01-21,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,13,77.11,65.48
2025-03-23,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,16,399.46,0.0
2025-03-03,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,17,419.78,0.0
2025-04-05,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,18,83.23,293.22
2025-01-12,Loja Savassi,Belo Horizonte,MG,SKU-002,Teclado Mecânico,Periféricos,20,180.58,720.91
2025-03-16,Loja Asa Norte,Brasília,DF,SKU-009,Mousepad Gamer XL,Acessórios,19,91.17,199.93
2025-04-18,Loja Centro SP,São Paulo,SP,SKU-006,"Capa Notebook 15""",Acessórios,10,57.61,0.0
2025-10-03,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,9,89.3,0.0
2025-04-17,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-001,Mouse Sem Fio,Periféricos,7,50.92,0.0
2025-09-20,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,24,147.9,0.0
2025-02-04,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-014,Filtro de Tela Privacidade,Acessórios,1,151.03,25.26
2025-06-19,Loja Savassi,Belo Horizonte,MG,SKU-007,Headset Gamer,Áudio,23,253.76,294.41
2025-12-10,Loja Asa Norte,Brasília,DF,SKU-009,Mousepad Gamer XL,Acessórios,17,92.75,0.0
2025-12-17,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,1,93.76,13.35
2025-01-17,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-001,Mouse Sem Fio,Periféricos,7,48.92,0.0
2025-08-19,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,22,248.93,365.37
2025-01-26,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,21,57.32,0.0
2025-02-28,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,15,83.56,0.0
2025-10-09,Loja Batel,Curitiba,PR,SKU-014,Filtro de Tela Privacidade,Acessórios,9,146.2,0.0
2025-08-12,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,21,76.58,117.41
2025-12-28,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,2,34.18,2.09
2025-06-25,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,7,134.74,0.0
2025-04-12,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,11,151.7,0.0
2025-07-10,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,16,200.75,0.0
2025-12-01,Loja Batel,Curitiba,PR,SKU-002,Teclado Mecânico,Periféricos,9,196.91,310.39
2025-09-09,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-014,Filtro de Tela Privacidade,Acessórios,11,150.28,0.0
2025-09-09,Loja Batel,Curitiba,PR,SKU-010,Cabo HDMI 2m,Cabos,18,34.22,25.39
2025-10-08,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,3,121.67,0.0
2025-12-12,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,12,392.42,261.49
2025-01-23,Loja Savassi,Belo Horizonte,MG,SKU-007,Headset Gamer,Áudio,3,243.71,0.0
2025-05-30,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,22,50.92,0.0
2025-01-23,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-011,Carregador USB-C 65W,Energia,21,114.23,0.0
2025-04-10,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,20,70.7,0.0
2025-08-13,Loja Batel,Curitiba,PR,SKU-007,Headset Gamer,Áudio,19,260.56,0.0
2025-01-22,Loja Batel,Curitiba,PR,SKU-007,Headset Gamer,Áudio,14,258.73,0.0
2025-09-20,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,22,48.29,47.97
2025-07-30,Loja Savassi,Belo Horizonte,MG,SKU-005,Webcam Full HD,Periféricos,23,202.12,272.48
2025-08-29,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,19,76.16,0.0
2025-08-11,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,15,252.79,0.0
2025-02-08,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,17,245.9,0.0
2025-09-04,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,22,48.87,0.0
2025-03-03,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,20,70.73,0.0
2025-01-14,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,6,134.64,25.24
2025-06-29,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-010,Cabo HDMI 2m,Cabos,4,33.32,4.4
2025-07-15,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,24,256.54,0.0
2025-06-04,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,22,83.76,0.0
2025-02-14,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,18,36.24,0.0
2025-04-18,Loja Batel,Curitiba,PR,SKU-014,Filtro de Tela Privacidade,Acessórios,1,147.79,0.0
2025-05-07,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,6,157.27,0.0
2025-04-08,Loja Savassi,Belo Horizonte,MG,SKU-007,Headset Gamer,Áudio,11,253.52,0.0
2025-06-19,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,17,143.06,0.0
2025-12-10,Loja Asa Norte,Brasília,DF,SKU-009,Mousepad Gamer XL,Acessórios,18,92.93,116.26
2025-02-18,Loja Batel,Curitiba,PR,SKU-008,Caixa de Som Bluetooth,Áudio,20,159.96,0.0
2025-11-06,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-003,Hub USB-C,Acessórios,17,76.36,75.26
2025-01-23,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-009,Mousepad Gamer XL,Acessórios,13,85.65,0.0
2025-09-27,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,10,394.61,0.0
2025-11-24,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,7,125.38,36.78
2025-05-14,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,18,118.03,0.0
2025-12-27,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,7,125.66,0.0
2025-05-22,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,15,36.27,0.0
2025-11-19,Loja Batel,Curitiba,PR,SKU-007,Headset Gamer,Áudio,9,238.35,0.0
2025-09-29,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,21,119.22,0.0
2025-07-14,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,4,406.51,0.0
2025-04-19,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,16,89.95,0.0
2025-09-17,Loja Asa Norte,Brasília,DF,SKU-003,Hub USB-C,Acessórios,23,79.06,0.0
2025-11-10,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,12,78.48,0.0
2025-05-03,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,4,383.3,0.0
2025-06-11,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,5,209.1,0.0
2025-11-09,Loja Centro SP,São Paulo,SP,SKU-007,Headset Gamer,Áudio,4,253.77,0.0
2025-03-17,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,12,419.42,569.12
2025-07-08,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,25,33.7,0.0
2025-04-14,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,14,186.55,0.0
2025-10-17,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,5,124.97,66.1
2025-08-09,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,15,68.52,0.0
2025-06-11,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,5,124.11,0.0
2025-04-11,Loja Centro SP,São Paulo,SP,SKU-002,Teclado Mecânico,Periféricos,6,182.92,0.0
2025-10-15,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,23,207.82,287.82
2025-08-28,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,4,58.28,0.0
2025-01-04,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,22,402.18,0.0
2025-11-29,Loja Asa Norte,Brasília,DF,SKU-002,Teclado Mecânico,Periféricos,14,195.1,0.0
2025-07-29,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,6,124.25,29.03
2025-04-15,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,12,399.92,711.59
2025-10-20,Loja Savassi,Belo Horizonte,MG,SKU-002,Teclado Mecânico,Periféricos,14,182.16,137.24
2025-01-16,Loja Centro SP,São Paulo,SP,SKU-002,Teclado Mecânico,Periféricos,19,187.72,0.0
2025-05-21,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,2,68.08,9.55
2025-07-25,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,3,173.75,0.0
2025-06-17,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,19,33.65,24.99
2025-05-28,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,4,59.46,0.0
2025-05-12,Loja Asa Norte,Brasília,DF,SKU-002,Teclado Mecânico,Periféricos,7,186.69,0.0
2025-05-15,Loja Batel,Curitiba,PR,SKU-010,Cabo HDMI 2m,Cabos,20,35.52,0.0
2025-02-24,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,17,194.21,0.0
2025-10-18,Loja Centro SP,São Paulo,SP,SKU-006,"Capa Notebook 15""",Acessórios,9,56.95,82.54
2025-06-14,Loja Batel,Curitiba,PR,SKU-002,Teclado Mecânico,Periféricos,17,187.94,0.0
2025-04-27,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-010,Cabo HDMI 2m,Cabos,18,34.62,42.46
2025-03-21,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,5,47.63,16.72
2025-01-16,Loja Batel,Curitiba,PR,SKU-007,Headset Gamer,Áudio,23,245.56,0.0
2025-11-20,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,22,132.69,0.0
2025-03-06,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,8,120.08,42.81
2025-10-10,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,4,47.43,0.0
2025-07-02,Loja Asa Norte,Brasília,DF,SKU-015,Luz LED para Mesa,Iluminação,8,177.92,0.0
2025-01-19,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,2,400.62,0.0
2025-10-01,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,9,76.13,0.0
2025-09-06,Loja Asa Norte,Brasília,DF,SKU-003,Hub USB-C,Acessórios,4,80.17,45.04
2025-11-24,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,8,393.15,0.0
2025-06-03,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,21,417.32,0.0
2025-08-12,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-009,Mousepad Gamer XL,Acessórios,6,87.3,0.0
2025-10-14,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,23,33.88,49.37
2025-10-09,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,2,50.15,0.0
2025-05-15,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,3,76.25,32.83
2025-10-20,Loja Batel,Curitiba,PR,SKU-012,SSD Externo 1TB,Armazenamento,5,402.81,112.75
2025-05-01,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,11,260.29,0.0
2025-02-23,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,20,72.99,0.0
2025-04-21,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,4,183.13,0.0
2025-04-20,Loja Batel,Curitiba,PR,SKU-008,Caixa de Som Bluetooth,Áudio,3,156.11,0.0
2025-01-27,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,8,34.09,9.36
2025-05-16,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,12,150.43,78.0
2025-04-07,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,6,406.86,0.0
2025-08-10,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,6,91.65,18.64
2025-04-01,Loja Batel,Curitiba,PR,SKU-008,Caixa de Som Bluetooth,Áudio,23,161.46,156.85
2025-10-22,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,16,58.72,0.0
2025-12-19,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,16,79.19,0.0
2025-09-05,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,6,185.11,45.91
2025-05-02,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,5,71.97,0.0
2025-08-15,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,19,392.06,0.0
2025-11-25,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,10,80.75,0.0
2025-12-13,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,7,122.26,49.79
2025-03-13,Loja Centro SP,São Paulo,SP,SKU-015,Luz LED para Mesa,Iluminação,9,181.01,106.22
2025-01-27,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,7,49.98,0.0
2025-11-19,Loja Batel,Curitiba,PR,SKU-012,SSD Externo 1TB,Armazenamento,11,398.38,318.97
2025-12-06,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,10,82.43,45.33
2025-05-01,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,25,167.86,0.0
2025-09-26,Loja Batel,Curitiba,PR,SKU-002,Teclado Mecânico,Periféricos,11,195.09,0.0
2025-07-07,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,13,71.4,48.4
2025-12-20,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,13,194.42,0.0
